ISSN,Field,Journal Title,Publisher Name,Scopus,Web of Science™,AJG 2021,AJG 2018,AJG 2015,ABS 2010,Journal Citation Reports™ rank,SNIPrank,SJRrank,CiteScore rank,Journal name,JCR Abbreviation,ISSN.y,Category,Total Citations,2021 JIF,2021 JCI,% of OA Gold,JIF Rank,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,JCI Rank,JCI Quartile,JCI Percentile,Eigenfactor,Normalized Eigenfactor,Article Influence Score,JIF Percentile,JIF Quartile,AIS Quartile,Citable Items,% of Articles in Citable items,Cited Half-Life,Citing Half-Life,Total Articles,eISSN,ISSN.x
2032-5355,INNOV,Journal of Innovation Economics & Management,De Boeck Supérieur,,,1,,NA,NA,NA,NA,NA,NA,Journal of Innovation Economics & Management,J INNOV ECON MANAG,NA,MANAGEMENT - ESCI,304,NA,0.31,0%,NA,NA,NA,NA,NA,299/393,Q4,24.05,0,0.055,0.204,NA,NA,Q3,24,95.83%,5.4,10.7,23,NA,NA
1868-7873,INNOV,Journal of the Knowledge Economy,Springer Nature,scopus,,1,,NA,NA,NA,16,17,16,Journal of the Knowledge Economy,J KNOWL ECON,1868-7865,ECONOMICS - SSCI,1628,1.815,0.76,9.43%,221/381,2.235,Q3,1.554,0.612,198/572,Q2,65.47,0.001,0.255,0.294,42.13,Q3,Q4,170,96.47%,4.4,10.5,164,NA,NA
1927-0321,INNOV,Technology Innovation Management Review,Carleton University,scopus,,1,,NA,NA,NA,NA,NA,NA,Technology Innovation Management Review,TECHNOL INNOV MANAG,1927-0321,MANAGEMENT - ESCI,1474,NA,0.46,95.12%,NA,NA,NA,NA,NA,249/393,Q3,36.77,0.001,0.27,0.464,NA,NA,Q1,42,88.1%,5,5.8,37,NA,NA
1469-3518,MDEV&EDU,British Educational Research Journal,Wiley-Blackwell,scopus,WoS,3,3,3,3,7,7,7,8,BRITISH EDUCATIONAL RESEARCH JOURNAL,BRIT EDUC RES J,0141-1926,EDUCATION & EDUCATIONAL RESEARCH - SSCI,3681,2.133,1.28,34.27%,160/270,2.73,Q3,1.967,0.567,165/743,Q1,77.86,0.003,0.651,0.899,40.93,Q3,Q2,67,100%,10.8,8.5,67,NA,NA
1461-7307,MDEV&EDU,Management Learning,SAGE,scopus,WoS,3,3,3,3,4,9,9,6,MANAGEMENT LEARNING,MANAGE LEARN,1350-5076,MANAGEMENT - SSCI,2395,3.738,0.84,28.8%,141/228,4.188,Q3,2.631,0.707,154/393,Q2,60.94,0.002,0.404,1.125,38.38,Q3,Q2,41,100%,9.9,10.5,41,NA,NA
1470-174X,MDEV&EDU,Studies in Higher Education,Taylor & Francis,scopus,WoS,3,3,3,3,3,6,5,5,STUDIES IN HIGHER EDUCATION,STUD HIGH EDUC,0307-5079,EDUCATION & EDUCATIONAL RESEARCH - SSCI,9286,4.017,2.23,11.41%,46/270,4.536,Q1,3.811,1.926,37/743,Q1,95.09,0.01,2.154,1.181,83.15,Q1,Q1,175,97.14%,6.5,9.6,170,NA,NA
1468-4489,MDEV&EDU,Accounting Education,Taylor & Francis,scopus,,2,2,2,2,NA,31,18,23,Accounting Education,ACCOUNT EDUC,0963-9284,"BUSINESS, FINANCE - ESCI",1126,NA,0.98,9.68%,NA,NA,NA,NA,NA,60/221,Q2,73.08,0.001,0.113,0.399,NA,NA,Q2,37,97.3%,8.6,9.7,36,NA,NA
1552-3055,MDEV&EDU,Advances in Developing Human Resources,SAGE,scopus,,2,2,2,2,NA,33,29,20,Advances in Developing Human Resources,ADV DEV HUM RESOUR,1523-4223,INDUSTRIAL RELATIONS & LABOR - ESCI,1395,NA,0.98,3.53%,NA,NA,NA,NA,NA,18/51,Q2,65.69,0.001,0.163,0.499,NA,NA,Q2,22,100%,10.7,9.3,22,NA,NA
1469-3534,MDEV&EDU,British Journal of Guidance and Counselling,Taylor & Francis,scopus,WoS,2,2,2,2,10,35,33,33,BRITISH JOURNAL OF GUIDANCE & COUNSELLING,BRIT J GUID COUNS,0306-9885,"PSYCHOLOGY, APPLIED - SSCI",1349,1.125,0.32,11.6%,76/83,1.325,Q4,1.031,0.278,89/112,Q4,20.98,0.001,0.177,0.274,9.04,Q4,Q4,90,96.67%,9.6,9.8,87,NA,NA
1573-174X,MDEV&EDU,Higher Education,Springer Nature,scopus,WoS,2,2,2,NA,5,5,4,4,HIGHER EDUCATION,HIGH EDUC,0018-1560,EDUCATION & EDUCATIONAL RESEARCH - SSCI,8971,3.947,2.31,35.12%,47/270,4.767,Q1,3.625,0.492,33/743,Q1,95.63,0.009,1.829,1.348,82.78,Q1,Q1,126,99.21%,8.5,8.5,125,NA,NA
1740-3863,MDEV&EDU,Higher Education Policy,Springer Nature,scopus,WoS,2,2,2,NA,NA,23,14,24,Higher Education Policy,HIGH EDUC POLICY,0952-8733,EDUCATION & EDUCATIONAL RESEARCH - SSCI,1150,1.76,1.19,0%,198/270,2.086,Q3,1.62,0.582,190/743,Q2,74.5,0.001,0.214,0.566,26.85,Q3,Q3,79,98.73%,9.2,9.6,78,NA,NA
1470-3300,MDEV&EDU,Innovations in Education and Teaching International,Taylor & Francis,scopus,WoS,2,2,2,2,9,22,15,27,INNOVATIONS IN EDUCATION AND TEACHING INTERNATIONAL,INNOV EDUC TEACH INT,1470-3297,EDUCATION & EDUCATIONAL RESEARCH - SSCI,1738,2.027,1.08,6.42%,170/270,2.204,Q3,1.874,0.373,218/743,Q2,70.73,0.002,0.389,0.513,37.22,Q3,Q4,83,98.8%,6.2,7.1,82,NA,NA
1558-7983,MDEV&EDU,Issues in Accounting Education,American Accounting Association,scopus,,2,2,2,2,NA,19,17,32,ISSUES IN ACCOUNTING EDUCATION,ISS ACCOUNT EDUC,0739-3172,"BUSINESS, FINANCE - ESCI",634,NA,0.27,0%,NA,NA,NA,NA,NA,183/221,Q4,17.42,0,0.031,0.129,NA,NA,Q3,36,100%,10.5,7.9,36,NA,NA
1469-9435,MDEV&EDU,Journal of Education and Work,Taylor & Francis,scopus,,2,2,2,2,NA,20,19,21,Journal of Education and Work,J EDUC WORK,1363-9080,EDUCATION & EDUCATIONAL RESEARCH - ESCI,1195,NA,0.66,27.86%,NA,NA,NA,NA,NA,373/743,Q3,49.87,0.001,0.249,0.523,NA,NA,Q1,58,98.28%,8.9,8.9,57,NA,NA
1464-5106,MDEV&EDU,Journal of Education Policy,Taylor & Francis,scopus,WoS,2,2,2,2,2,4,1,2,JOURNAL OF EDUCATION POLICY,J EDUC POLICY,0268-0939,EDUCATION & EDUCATIONAL RESEARCH - SSCI,3095,3,1.91,18.82%,88/270,3.629,Q2,2.712,1.164,58/743,Q1,92.26,0.003,0.685,1.297,67.59,Q2,Q1,61,98.36%,9.3,8.5,60,NA,NA
1538-4640,MDEV&EDU,Journal of Higher Education,Ohio State University Press,scopus,WoS,2,2,2,2,6,3,3,7,JOURNAL OF HIGHER EDUCATION,J HIGH EDUC-UK,0022-1546,EDUCATION & EDUCATIONAL RESEARCH - SSCI,4040,3.204,1.68,2.9%,79/270,4.046,Q1,3,0.422,89/743,Q1,88.09,0.003,0.67,1.684,70.93,Q2,Q1,45,100%,14,8.9,45,NA,NA
1552-6658,MDEV&EDU,Journal of Management Education,SAGE,scopus,,2,2,2,2,NA,17,22,18,Journal of Management Education,J MANAG EDUC,1052-5629,EDUCATION & EDUCATIONAL RESEARCH - ESCI,1411,NA,0.97,8.4%,NA,NA,NA,NA,NA,250/743,Q2,66.42,0.001,0.168,0.426,NA,NA,Q1,34,91.18%,9.6,10.7,31,NA,NA
1552-6550,MDEV&EDU,Journal of Marketing Education,SAGE,scopus,,2,2,2,2,NA,8,16,9,Journal of Marketing Education,J MARKET EDUC,0273-4753,EDUCATION & EDUCATIONAL RESEARCH - ESCI,1313,NA,1.64,3.85%,NA,NA,NA,NA,NA,95/743,Q1,87.28,0,0.089,0.502,NA,NA,Q1,34,97.06%,11.2,10.1,33,NA,NA
1470-1294,MDEV&EDU,Teaching in Higher Education,Taylor & Francis,scopus,WoS,2,2,2,2,8,12,11,12,TEACHING IN HIGHER EDUCATION,TEACH HIGH EDUC,1356-2517,EDUCATION & EDUCATIONAL RESEARCH - SSCI,3485,2.75,1.54,15.04%,106/270,3.28,Q2,2.358,0.88,108/743,Q1,85.53,0.003,0.73,0.886,60.93,Q2,Q2,167,97.01%,7.5,8.4,162,NA,NA
1476-7341,MDEV&EDU,Action Learning: Research and Practice,Taylor & Francis,scopus,,1,1,1,NA,NA,28,36,37,Action Learning,ACTION LEARN,1476-7333,EDUCATION & EDUCATIONAL RESEARCH - ESCI,270,NA,0.47,10.14%,NA,NA,NA,NA,NA,475/743,Q3,36.14,0,0.021,0.099,NA,NA,Q3,22,100%,9.3,10.8,22,NA,NA
1741-2625,MDEV&EDU,Active Learning in Higher Education,SAGE,scopus,WoS,1,1,1,1,NA,1,6,3,Active Learning in Higher Education,ACT LEARN HIGH EDUC,1469-7874,EDUCATION & EDUCATIONAL RESEARCH - SSCI,1310,3.795,2.36,7.04%,54/270,4.979,Q1,3.591,2.222,28/743,Q1,96.3,0.001,0.24,1.238,80.19,Q1,Q1,27,100%,7.5,9.4,27,NA,NA
1540-4609,MDEV&EDU,Decision Sciences Journal of Innovative Education,Wiley-Blackwell,scopus,,1,1,1,NA,NA,25,24,26,Decision Sciences-Journal of Innovative Education,DECIS SCI-J INNOV ED,1540-4595,EDUCATION & EDUCATIONAL RESEARCH - ESCI,632,NA,0.95,1.47%,NA,NA,NA,NA,NA,258/743,Q2,65.34,0,0.07,0.342,NA,NA,Q2,21,95.24%,9.5,9,20,NA,NA
1758-6127,MDEV&EDU,Education and Training,Emerald,scopus,WoS,1,1,1,1,NA,15,27,11,Education and Training,EDUC TRAIN,0040-0912,EDUCATION & EDUCATIONAL RESEARCH - SSCI,3290,3.058,1.47,3.13%,86/270,3.469,Q2,2.535,0.652,117/743,Q1,84.32,0.002,0.38,0.533,68.33,Q2,Q4,69,97.1%,8.1,8.4,67,NA,NA
1479-4403,MDEV&EDU,Electronic Journal of e-Learning,Academic Publishing Limited,scopus,,1,1,NA,NA,NA,16,26,15,Electronic Journal of e-Learning,ELECTRON J E-LEARN,1479-4403,EDUCATION & EDUCATIONAL RESEARCH - ESCI,662,NA,1.05,50.49%,NA,NA,NA,NA,NA,229/743,Q2,69.25,0.001,0.146,0.521,NA,NA,Q1,43,95.35%,5.5,8.1,41,NA,NA
2046-9020,MDEV&EDU,European Journal of Training and Development,Emerald,scopus,,1,1,1,1,NA,NA,NA,NA,European Journal of Training and Development,EUR J TRAIN DEV,2046-9012,MANAGEMENT - ESCI,963,NA,0.38,3.19%,NA,NA,NA,NA,NA,274/393,Q3,30.41,0.001,0.174,0.35,NA,NA,Q2,57,77.19%,5.1,9.7,44,NA,NA
2042-390X,MDEV&EDU,"Higher Education, Skills and Work-based Learning",Emerald,scopus,,1,1,NA,NA,NA,36,35,35,Higher Education Skills and Work-based Learning,HIGH EDUC SKILL WORK,2042-3896,EDUCATION & EDUCATIONAL RESEARCH - ESCI,391,NA,0.67,1.76%,NA,NA,NA,NA,NA,366/743,Q2,50.81,0,0.099,0.194,NA,NA,Q3,69,100%,2.8,8,69,NA,NA
2043-6858,MDEV&EDU,Industry and Higher Education,SAGE,scopus,,1,1,1,1,NA,NA,NA,NA,Industry and Higher Education,IND HIGHER EDUC,0950-4222,EDUCATION & EDUCATIONAL RESEARCH - ESCI,805,NA,0.82,17.89%,NA,NA,NA,NA,NA,304/743,Q2,59.15,0.001,0.134,0.284,NA,NA,Q2,72,98.61%,5.7,8.9,71,NA,NA
1741-8305,MDEV&EDU,International Journal of Evidence Based Coaching and Men- toring,Oxford Brookes University,scopus,,1,,NA,NA,NA,NA,NA,NA,International Journal of Evidence Based Coaching & Mentoring,INT J EVID BASED COA,1741-8305,"PSYCHOLOGY, APPLIED - ESCI",319,NA,0.2,0%,NA,NA,NA,NA,NA,102/112,Q4,9.38,0,0.032,0.102,NA,NA,Q4,37,97.3%,7.5,9.9,36,NA,NA
2352-3565,MDEV&EDU,International Journal of Management Education,Elsevier,scopus,WoS,1,1,1,1,NA,21,30,13,International Journal of Management Education,INT J MANAG EDUC-OXF,1472-8117,BUSINESS - SSCI,1765,4.564,1.37,9.72%,88/154,4.746,Q3,3.436,1.975,54/296,Q1,81.93,0.001,0.3,0.644,43.18,Q3,Q3,122,99.18%,4.1,9.1,121,NA,NA
1469-9486,MDEV&EDU,Journal of Further and Higher Education,Taylor & Francis,scopus,,1,1,1,1,NA,27,21,29,JOURNAL OF FURTHER AND HIGHER EDUCATION,J FURTH HIGHER EDUC,0309-877X,EDUCATION & EDUCATIONAL RESEARCH - ESCI,1534,NA,1.17,11.24%,NA,NA,NA,NA,NA,196/743,Q2,73.69,0.002,0.464,0.491,NA,NA,Q1,63,98.41%,4.5,8.9,62,NA,NA
1469-9508,MDEV&EDU,Journal of Higher Education Policy and Management,Taylor & Francis,scopus,WoS,1,1,1,NA,NA,26,12,25,Journal of Higher Education Policy and Management,J HIGH EDUC POLICY M,1360-080X,EDUCATION & EDUCATIONAL RESEARCH - SSCI,1499,2.553,1.2,3.28%,123/270,2.491,Q3,2.515,0.316,187/743,Q2,74.9,0.002,0.334,0.712,54.63,Q2,Q3,19,89.47%,7.8,7.3,17,NA,NA
1836-3261,MDEV&EDU,Journal of International Education in Business,Emerald,scopus,,1,1,NA,NA,NA,NA,NA,NA,Journal of International Education in Business,J INT EDUC BUS,2046-469X,EDUCATION & EDUCATIONAL RESEARCH - ESCI,197,NA,0.58,1.67%,NA,NA,NA,NA,NA,417/743,Q3,43.94,0,0.047,0.28,NA,NA,Q2,16,100%,4.2,11.3,16,NA,NA
1747-5090,MDEV&EDU,Journal of Vocational Education and Training,Taylor & Francis,scopus,,1,1,1,1,NA,29,28,30,Journal of Vocational Education and Training,J VOCAT EDUC TRAIN,1363-6820,EDUCATION & EDUCATIONAL RESEARCH - ESCI,826,NA,0.92,24.54%,NA,NA,NA,NA,NA,268/743,Q2,64,0.001,0.14,0.362,NA,NA,Q2,61,95.08%,6.4,9.1,58,NA,NA
1532-7663,MKT,Journal of Consumer Psychology,Wiley-Blackwell,scopus,WoS,4*,4*,4*,4,10,10,7,10,JOURNAL OF CONSUMER PSYCHOLOGY,J CONSUM PSYCHOL,1057-7408,BUSINESS - SSCI,8963,4.551,0.97,7.98%,89/154,5.989,Q2,4.102,1.043,93/296,Q2,68.75,0.006,1.196,2.195,42.53,Q3,Q1,70,98.57%,11.1,11.1,69,NA,NA
1537-5277,MKT,Journal of Consumer Research,Oxford University Press,scopus,WoS,4*,4*,4*,4,4,3,4,5,JOURNAL OF CONSUMER RESEARCH,J CONSUM RES,0093-5301,BUSINESS - SSCI,29675,8.612,1.72,11.7%,32/154,11.116,Q1,7.879,1.583,32/296,Q1,89.36,0.011,2.455,3.882,79.55,Q1,Q1,72,98.61%,17.7,12.4,71,NA,NA
1547-7185,MKT,Journal of Marketing,SAGE,scopus,WoS,4*,4*,4*,4,1,1,1,1,JOURNAL OF MARKETING,J MARKETING,0022-2429,BUSINESS - SSCI,34054,15.36,2.42,12.57%,2/154,17.741,Q1,14.124,3.837,8/296,Q1,97.47,0.011,2.38,5.304,99.03,Q1,Q1,86,98.84%,18.4,10,85,NA,NA
1547-7193,MKT,Journal of Marketing Research,American Marketing Association,scopus,WoS,4*,4*,4*,4,5,4,2,4,JOURNAL OF MARKETING RESEARCH,J MARKETING RES,0022-2437,BUSINESS - SSCI,31505,6.664,1.22,11.58%,45/154,8.638,Q1,6.193,1.437,68/296,Q1,77.2,0.011,2.386,3.786,71.1,Q2,Q1,71,98.59%,28.5,11.2,70,NA,NA
1552-7824,MKT,Journal of the Academy of Marketing Science,Springer Nature,scopus,WoS,4*,4*,4,3,2,2,5,2,JOURNAL OF THE ACADEMY OF MARKETING SCIENCE,J ACAD MARKET SCI,0092-0703,BUSINESS - SSCI,20821,14.904,2.21,22.87%,3/154,17.993,Q1,14.2,1.509,12/296,Q1,96.11,0.01,2.244,3.999,98.38,Q1,Q1,53,90.57%,10.3,10.7,48,NA,NA
1526-548X,MKT,Marketing Science,Institute for Operations Research and the Management Sciences,scopus,WoS,4*,4*,4*,4,11,9,3,9,MARKETING SCIENCE,MARKET SCI,0732-2399,BUSINESS - SSCI,10183,5.411,1.02,0%,69/154,6.137,Q2,5.075,0.987,83/296,Q2,72.13,0.008,1.761,3.282,55.52,Q2,Q1,76,94.74%,13.3,10.6,72,NA,NA
1873-8001,MKT,International Journal of Research in Marketing,Elsevier,scopus,WoS,4,4,4,3,13,13,10,14,INTERNATIONAL JOURNAL OF RESEARCH IN MARKETING,INT J RES MARK,0167-8116,BUSINESS - SSCI,6653,8.047,1.26,18.75%,35/154,7.595,Q2,7.523,2.69,65/296,Q1,78.21,0.004,0.951,1.888,77.6,Q1,Q1,58,94.83%,11.1,11.2,55,NA,NA
1873-3271,MKT,Journal of Retailing,Elsevier,scopus,WoS,4,4,4,4,6,5,8,6,JOURNAL OF RETAILING,J RETAILING,0022-4359,BUSINESS - SSCI,11538,11.19,1.61,9.09%,13/154,10.677,Q1,10.413,3.553,39/296,Q1,86.99,0.003,0.725,2.207,91.88,Q1,Q1,47,100%,14.6,9.6,47,NA,NA
1758-7123,MKT,European Journal of Marketing,Emerald,scopus,WoS,3,3,3,3,18,26,22,23,EUROPEAN JOURNAL OF MARKETING,EUR J MARKETING,0309-0566,BUSINESS - SSCI,10577,5.181,0.9,3.19%,74/154,5.035,Q3,4.886,0.619,102/296,Q2,65.71,0.005,1.116,0.924,52.27,Q2,Q3,105,98.1%,10.8,11.1,103,NA,NA
1873-2062,MKT,Industrial Marketing Management,Elsevier,scopus,WoS,3,3,3,3,8,11,13,8,INDUSTRIAL MARKETING MANAGEMENT,IND MARKET MANAG,0019-8501,BUSINESS - SSCI,18181,8.89,1.86,8.56%,29/154,9.62,Q1,7.497,2.459,27/296,Q1,91.05,0.011,2.437,1.41,81.49,Q1,Q2,194,96.91%,6.4,9.7,188,NA,NA
1758-6763,MKT,International Marketing Review,Emerald,scopus,WoS,3,3,3,3,14,12,20,13,INTERNATIONAL MARKETING REVIEW,INT MARKET REV,0265-1335,BUSINESS - SSCI,4380,5.774,1.04,6.9%,63/154,7.304,Q2,4.623,1.559,79/296,Q2,73.48,0.002,0.524,1.131,59.42,Q2,Q2,68,80.88%,8.9,9.7,55,NA,NA
1557-7805,MKT,Journal of Advertising,Taylor & Francis,scopus,WoS,3,3,3,3,12,8,12,11,JOURNAL OF ADVERTISING,J ADVERTISING,0091-3367,BUSINESS - SSCI,7419,6.528,1.83,16.13%,48/154,9.717,Q1,5.427,0.758,30/296,Q1,90.03,0.004,0.882,2.184,69.16,Q2,Q1,66,95.45%,13.6,9.8,63,NA,NA
1740-1909,MKT,Journal of Advertising Research,The Advertising Research Foundation,scopus,WoS,3,3,3,3,20,36,27,45,JOURNAL OF ADVERTISING RESEARCH,J ADVERTISING RES,0021-8499,BUSINESS - SSCI,3700,3.031,0.84,0%,116/154,4.481,Q3,2.844,0.533,110/296,Q2,63.01,0.002,0.325,1.007,25,Q4,Q2,30,100%,15.7,14.8,30,NA,NA
1520-6653,MKT,Journal of Interactive Marketing,Elsevier,scopus,WoS,3,3,3,2,3,6,9,3,JOURNAL OF INTERACTIVE MARKETING,J INTERACT MARK,1094-9968,BUSINESS - SSCI,6332,11.318,2.01,9.09%,10/154,12.333,Q1,10.909,2.545,19/296,Q1,93.75,0.004,0.809,2.593,93.83,Q1,Q1,33,100%,9.3,10.6,33,NA,NA
1547-7215,MKT,Journal of International Marketing,American Marketing Association,scopus,WoS,3,3,3,3,7,7,11,7,JOURNAL OF INTERNATIONAL MARKETING,J INT MARKETING,1069-031X,BUSINESS - SSCI,3073,4.976,1.5,14.06%,78/154,7.208,Q2,4.244,1.957,43/296,Q1,85.64,0.001,0.271,1.317,49.68,Q3,Q2,23,86.96%,10.9,10.8,20,NA,NA
1547-7207,MKT,Journal of Public Policy and Marketing,American Marketing Association,scopus,,3,3,3,NA,19,27,16,21,JOURNAL OF PUBLIC POLICY & MARKETING,J PUBLIC POLICY MARK,0743-9156,BUSINESS - SSCI,3320,6.435,0.95,9.89%,49/154,6.331,Q2,5.464,2.909,96/296,Q2,67.74,0.002,0.461,1.661,68.51,Q2,Q2,22,100%,11.7,7.5,22,NA,NA
1573-059X,MKT,Marketing Letters,Springer Nature,scopus,WoS,3,3,3,3,23,40,15,32,MARKETING LETTERS,MARKET LETT,0923-0645,BUSINESS - SSCI,3651,3.426,0.64,16.24%,108/154,3.732,Q3,3.368,0.796,146/296,Q2,50.84,0.002,0.436,1.003,30.19,Q3,Q2,49,100%,12.8,10.6,49,NA,NA
1741-301X,MKT,Marketing Theory,SAGE,scopus,WoS,3,3,3,2,9,17,14,15,Marketing Theory,MARKETING THEOR,1470-5931,BUSINESS - SSCI,2694,3.476,0.7,20.73%,106/154,5.078,Q3,2.794,0.947,132/296,Q2,55.57,0.002,0.379,1.319,31.49,Q3,Q2,19,94.74%,10.1,9,18,NA,NA
1520-6793,MKT,Psychology and Marketing,Wiley-Blackwell,scopus,WoS,3,3,3,3,17,21,18,18,PSYCHOLOGY & MARKETING,PSYCHOL MARKET,0742-6046,BUSINESS - SSCI,10200,5.507,1.09,12.93%,68/154,5.894,Q2,4.066,1.845,76/296,Q2,74.49,0.004,0.952,0.987,56.17,Q2,Q2,181,95.03%,9.9,9.6,172,NA,NA
1573-711X,MKT,Quantitative Marketing and Economics,Springer Nature,scopus,WoS,3,3,3,2,27,31,6,40,QME-Quantitative Marketing and Economics,QME-QUANT MARK ECON,1570-7156,BUSINESS - SSCI,686,1.48,0.51,8.82%,141/154,2.271,Q4,1.44,0.333,180/296,Q3,39.36,0.001,0.285,2.365,8.77,Q4,Q1,9,100%,11.3,13.5,9,NA,NA
1477-223X,MKT,Consumption Markets and Culture,Taylor & Francis,scopus,WoS,2,2,2,2,NA,15,19,20,Consumption Markets & Culture,CONSUMP MARK CULT,1025-3866,BUSINESS - SSCI,1010,2.46,0.48,14.41%,129/154,2.307,Q4,2.161,0.75,188/296,Q3,36.66,0.001,0.291,0.796,16.56,Q4,Q3,24,100%,7,10.3,24,NA,NA
1422-8890,MKT,Electronic Markets,Springer Nature,scopus,WoS,2,2,2,1,21,23,36,17,Electronic Markets,ELECTRON MARK,1019-6781,BUSINESS - SSCI,2234,6.017,1.23,43.53%,58/154,6.378,Q2,4.846,1.849,67/296,Q1,77.53,0.002,0.382,0.969,62.66,Q2,Q3,53,92.45%,4.6,6.8,49,NA,NA
1759-3948,MKT,International Journal of Advertising,Taylor & Francis,scopus,WoS,2,2,2,2,15,20,21,27,International Journal of Advertising,INT J ADVERT,0265-0487,BUSINESS - SSCI,3923,5.888,1.54,8.14%,61/154,6.264,Q2,4.738,0.803,42/296,Q1,85.98,0.004,0.784,1.268,60.71,Q2,Q2,61,98.36%,6.1,8.4,60,NA,NA
1470-6431,MKT,International Journal of Consumer Studies,Wiley-Blackwell,scopus,WoS,2,2,2,1,25,28,35,35,International Journal of Consumer Studies,INT J CONSUM STUD,1470-6423,BUSINESS - SSCI,5787,7.096,1.12,9.88%,42/154,5.454,Q3,5.119,2.822,74/296,Q1,75.17,0.002,0.534,0.703,73.05,Q2,Q3,118,77.97%,7.3,7.5,92,NA,NA
2515-2173,MKT,International Journal of Market Research,N T C Publications Ltd.,scopus,WoS,2,2,2,2,28,54,54,61,INTERNATIONAL JOURNAL OF MARKET RESEARCH,INT J MARKET RES,1470-7853,BUSINESS - SSCI,1845,2.513,0.44,5.19%,127/154,2.305,Q4,2.327,0.293,197/296,Q3,33.61,0.001,0.215,0.465,17.86,Q4,Q4,41,97.56%,9.5,9.5,40,NA,NA
1758-6690,MKT,International Journal of Retail and Distribution Manage- ment,Emerald,scopus,WoS,2,2,2,1,NA,22,37,24,International Journal of Retail & Distribution Management,INT J RETAIL DISTRIB,0959-0552,BUSINESS - SSCI,4565,4.743,0.96,5.41%,82/154,5.377,Q3,3.581,0.565,95/296,Q2,68.07,0.002,0.457,0.621,47.08,Q3,Q3,92,97.83%,7,7.5,90,NA,NA
1479-1803,MKT,Journal of Brand Management,Springer Nature,scopus,WoS,2,2,2,1,NA,47,43,43,Journal of Brand Management,J BRAND MANAG,1350-231X,BUSINESS - SSCI,3755,4.35,0.97,7.48%,92/154,4.905,Q3,3.981,0.795,93/296,Q2,68.75,0.002,0.34,0.757,40.58,Q3,Q3,44,97.73%,9.7,10,43,NA,NA
2052-1189,MKT,Journal of Business and Industrial Marketing,Emerald,scopus,WoS,2,2,2,2,26,34,33,30,JOURNAL OF BUSINESS & INDUSTRIAL MARKETING,J BUS IND MARK,0885-8624,BUSINESS - SSCI,4974,3.319,0.68,4.35%,111/154,3.879,Q3,2.287,0.507,137/296,Q2,53.89,0.003,0.662,0.48,28.25,Q3,Q4,219,94.06%,5.3,10.4,206,NA,NA
1547-0628,MKT,Journal of Business-to-Business Marketing,Taylor & Francis,scopus,WoS,2,2,2,2,29,59,49,55,Journal of Business-to-Business Marketing,J BUS-BUS MARK,1051-712X,BUSINESS - SSCI,520,3.045,0.48,6.06%,115/154,2.423,Q4,2.545,0,188/296,Q3,36.66,0,0.062,0.314,25.65,Q3,Q4,22,100%,7.2,9.3,22,NA,NA
1745-6606,MKT,Journal of Consumer Affairs,Wiley-Blackwell,scopus,WoS,2,2,2,NA,24,25,34,36,JOURNAL OF CONSUMER AFFAIRS,J CONSUM AFF,0022-0078,BUSINESS - SSCI,2817,2.603,0.63,2.78%,125/154,3.177,Q4,2.051,0.738,149/296,Q2,49.83,0.002,0.356,0.794,19.16,Q4,Q3,80,98.75%,11.7,9,79,NA,NA
1479-1838,MKT,Journal of Consumer Behaviour,Wiley-Blackwell,scopus,WoS,2,2,2,2,NA,32,29,28,Journal of Consumer Behaviour,J CONSUM BEHAV,1472-0817,BUSINESS - SSCI,3569,3.199,0.67,8.91%,113/154,4.08,Q3,2.878,0.802,142/296,Q2,52.2,0.002,0.449,0.673,26.95,Q3,Q3,91,97.8%,7.6,9.8,89,NA,NA
1552-6534,MKT,Journal of Macromarketing,SAGE,scopus,WoS,2,2,2,2,22,44,31,46,Journal of Macromarketing,J MACROMARKETING,0276-1467,BUSINESS - SSCI,1785,1.979,0.55,7.14%,134/154,2.589,Q4,1.432,0.774,166/296,Q3,44.09,0.001,0.156,0.425,13.31,Q4,Q4,31,93.55%,8.9,9.4,29,NA,NA
1472-1376,MKT,Journal of Marketing Management,Taylor & Francis,scopus,WoS,2,2,2,3,NA,43,26,25,Journal of Marketing Management,J MARKET MANAG-UK,0267-257X,BUSINESS - SSCI,5520,4.707,0.82,10.62%,83/154,5.85,Q2,4.293,0.646,112/296,Q2,62.33,0.004,0.784,1.133,46.43,Q3,Q2,79,100%,8.1,9.8,79,NA,NA
1557-7813,MKT,Journal of Personal Selling and Sales Management,Taylor & Francis,scopus,,2,2,2,2,NA,35,17,31,Journal of Personal Selling & Sales Management,J PERS SELL SALES M,0885-3134,BUSINESS - ESCI,1727,NA,0.73,4.29%,NA,NA,NA,NA,NA,125/296,Q2,57.94,0.001,0.208,0.936,NA,NA,Q1,21,95.24%,9.8,12,20,NA,NA
1873-1384,MKT,Journal of Retailing and Consumer Services,Elsevier,scopus,WoS,2,2,2,1,NA,14,24,12,Journal of Retailing and Consumer Services,J RETAIL CONSUM SERV,0969-6989,BUSINESS - SSCI,17048,10.972,2.13,6.01%,16/154,10.737,Q1,8.541,2.904,16/296,Q1,94.76,0.013,2.848,1.341,89.94,Q1,Q2,509,99.61%,3.6,8.3,507,NA,NA
